Antibody_ID	FullyValidated	184A1	184B5	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF10A	MCF10F	MCF12A	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	T47D	UACC812	ZR7530	ZR75B
BRCA2	No	-0.066267275	0.202979768	0.290513843	1.355817207	0.294014643	0.596283849	-0.108209574	-2.151480193	0.588945458	0.579239379	0.714782089	-1.518612162	-0.38318845	-0.46893526	1.357259658	-0.308297407	0.620981053	0.130023871	-0.121677205	-2.147318931	0.753336212	0.15700804	0.217954812	0.052836391	1.020602816	0.923433937	0.750007463	-0.230734418	-0.473376619	-2.303945814	0.083868064	-0.234118773	-0.516777399	0.955336529	-0.093519792	-0.303705631	-0.339576734	0.206722395	0.736466838	0.129994986	1.126290252	-0.431032549
IGFBP2	Yes	2.312968043	2.912924012	1.473802695	-0.491912866	0.479287426	1.911018268	3.228644156	-1.616674916	1.182917503	-0.306773001	-1.235279874	0.090113213	1.671620032	0.026901419	-1.47398141	-0.987573871	-0.402759079	-1.504084942	-1.57656027	0.506842852	-1.458197788	-1.622682779	-1.69299899	1.236632294	-1.287112074	-0.72487205	-0.93194031	1.417310616	-0.63600763	-2.359025205	3.359733634	1.819651314	1.237917989	-0.711617218	-1.812185296	-2.076427352	-1.796901224	0.920415753	0.86812964	2.576345217	0.225046987	2.322204108
MGMT	No	1.93654138	0.611036098	0.607672302	0.382032993	-0.705170811	-0.082654141	-0.05307164	-0.570673139	0.804664526	1.344594207	0.307916795	-2.09384468	0.425313699	1.807002096	0.805242549	2.662674204	-2.871945103	0.415859678	-0.189759947	1.177435659	0.110794996	0.881885774	-1.626656976	1.844313118	0.282962376	-0.36264869	0.569029547	1.943783699	0.076080381	-3.48908467	-3.348009641	2.351687952	0.297190273	-0.261962966	0.048554735	0.54031614	-3.500374846	0.934084963	0.257349273	0.693692359	-1.340326364	0.442771527
CDH2	No	0.33799008	-0.751777414	-0.406011187	0.335383865	-0.432129333	-0.172815787	0.042091044	1.007372774	-0.11646921	0.198197696	1.142239679	-0.985495461	-0.380658721	-0.762159019	0.016370427	0.018952888	-0.401699925	0.052274584	-2.105784775	1.846463757	1.985197735	-0.053778298	1.488266277	-0.271081647	1.200471928	1.040115344	0.819791419	-1.125707431	-0.113489549	-0.35212564	0.209157027	-0.073386188	-0.558384241	0.595328236	-0.104675436	-1.341313401	0.75232186	-0.273100429	-0.802863967	-0.220522189	-0.221569798	0.82439106
WWTR1	No	0.386977538	0.872924848	-0.060486681	0.725984316	0.272120807	-0.035568509	-0.591337615	0.628231615	-1.281637519	0.902739103	1.023214046	-2.75035234	-0.27046179	0.239297661	0.635443649	0.303826878	1.384658882	-0.361476344	-0.250917936	0.639280481	1.157211302	0.720326866	0.912717214	-0.224827313	-0.16596314	-0.226704449	0.131105244	-0.750967114	0.418605586	-0.474609906	-0.455028868	-0.578734596	-0.109147394	0.405900261	0.817583587	-0.612311912	0.203945289	-0.182456343	0.457865729	-0.100879037	-0.563032588	-0.936237207
YAP1	No	0.903478559	2.142373069	-0.101453011	0.653964651	1.464490136	0.997851582	-0.240642521	-0.041295895	-0.49494257	0.154421646	0.697625951	-4.44571969	-0.421838961	0.170142383	1.647852813	-0.391763691	2.310423087	-1.466982457	-0.741400498	0.162888791	0.634990828	0.366000418	0.061232594	0.164618333	0.522367739	1.16995493	0.024096022	-0.371424798	-1.616511997	-0.016129458	0.350647331	-0.505450213	0.814325537	-0.074617575	-1.17309169	-0.468208299	0.815402913	0.268801751	0.793879671	-0.077284738	0.043780332	-0.953585372
FGFR1	Yes	-0.196500741	-2.109254434	-1.486277895	-1.408847062	-1.941793762	0.405144272	0.370226663	1.928416626	1.013074554	-1.704064974	1.806913615	1.122139716	0.814767321	1.435737926	-1.721868536	-1.105259854	-0.30024079	-0.762904574	0.547388235	-0.335888374	2.452752195	-1.642565934	1.905498975	-0.027369187	-0.612797685	0.113729436	-0.740433129	-0.297579456	2.404483282	1.410577506	1.649452714	1.144743826	-0.171301677	-0.621001333	1.741229373	-0.809731585	0.490012631	-0.306208114	-1.342741361	0.803967818	-1.46389193	1.324926392
ERBB2	Yes	-1.553515884	-2.499107959	0.430695398	5.010290076	-0.783831215	4.979382692	0.108714805	-2.830477566	0.265300053	-1.735211745	-1.743638829	6.834143089	-1.276745433	2.395119557	-2.089754284	-1.002577659	4.309890999	4.520185502	0.339850353	-0.726119792	-2.755055801	-1.806801805	-2.532799249	-1.4836096	-2.28226426	-1.706635575	-2.20330604	-2.269989019	-1.09453694	-2.432314482	1.670648977	-0.89793341	1.347795994	4.223756963	-2.301187651	-1.673761438	-2.298641975	6.161880113	-1.108939647	5.95503743	4.538014833	-0.083634999
ERBB2-p1248	Yes	-2.483346157	-2.611806073	-0.880966049	7.921374942	-2.063076295	6.744464337	-0.070546033	-3.145174892	-1.090394726	-2.57254102	-3.206590654	5.097479653	-2.609551152	4.005578553	-2.794619657	-2.458652803	5.837605979	6.127704355	0.219373566	-1.061218511	-3.372744384	-2.266584838	-3.560706254	-2.47470959	-2.833071397	-2.634749845	-1.376172757	-2.151731302	-2.523454453	-3.303486199	4.595265249	-1.800109621	0.718396638	6.60695929	-3.920347988	-2.696020321	-3.377269959	8.892126296	-1.158763251	7.528004552	8.380471522	-0.551155265
BAD-p542	No	0.171810344	0.077657057	-0.028210725	0.663358313	0.344965267	-0.752725903	0.668952198	0.109624809	-0.22431064	0.257280987	0.225667597	0.74249284	-0.565361046	-0.104980432	0.282683824	0.214715228	0.574298755	0.094578694	0.055552588	-0.11898992	0.313649709	0.198625667	0.566980524	0.313047688	-0.337608167	0.022589492	-0.26384437	-0.533449596	-0.007648781	-0.042840812	0.098234217	0.714005422	0.04122572	0.197037759	-0.07851484	0.239757041	-0.054130988	-0.111938323	-0.193915361	-0.488755529	0.178289238	-0.295547096
BCL11A	No	0.023766829	0.256391991	0.198430889	0.011442356	-0.303303473	-0.708071341	-0.733265378	-0.530877744	-0.186478947	-0.492257122	0.214861758	0.930439067	0.288815312	0.33652342	0.354072964	-0.258695937	0.342974494	0.547543656	0.29529867	0.817978201	-0.242131839	0.138414329	-0.270776997	-0.205671683	0.616183929	0.990745644	0.718330405	0.259784111	-0.852262198	0.63015575	-0.386875015	-0.086524591	0.469145013	-0.860765597	-0.278244937	0.925560521	-0.003120004	-0.402502242	0.228261454	-0.195277934	-0.369012933	-0.231859498
TET1	No	0.075914608	-0.084058179	0.641707238	-0.089759243	0.290967328	-0.380736589	-1.250914245	-0.302289386	0.860147654	-0.684122035	0.237680784	0.828903028	0.845670029	0.056692697	0.248617731	0.971123429	0.637648726	0.294635894	1.556476709	0.324586319	-0.508151712	0.088917188	-0.164675255	-0.229294837	-0.782497852	-0.643542928	-0.674291347	0.027441209	0.278441691	0.033059469	0.765656519	1.128858399	0.379572502	-0.791135371	-0.668707581	0.72040384	-0.403662949	-0.703240777	-0.263203043	-0.297708371	-0.736869992	0.480387203
EN1	Yes	-0.241498732	-0.60109908	-0.544556841	0.409983973	-0.608095304	-0.248610273	-0.164324352	-0.878603856	0.187721907	1.036009696	0.042914618	-0.588573734	-0.443311929	2.221229041	-0.599861893	0.086526748	-0.394397561	-0.653344764	-1.160198587	0.647345671	-0.337772758	-0.754014689	0.558686127	-0.229525313	0.281104734	-0.002780394	0.432636244	-0.070487273	0.167564709	1.179882394	-0.819552829	-0.092576805	-0.40962857	-0.153539769	-0.570941463	0.66707071	-0.491371314	-0.495758109	0.267400612	-0.044517926	-0.988937905	-0.040581765
ETV6	No	-1.069507308	-1.166255602	0.745377681	0.641004294	0.044561641	0.278806167	-0.15912826	-0.829341396	-0.694379398	0.966171249	1.09171555	0.258950204	-0.223448931	1.122547383	-0.142638523	1.459198969	-0.389804054	-0.279427157	0.324257208	0.161199588	-1.133587584	1.856471279	-0.15484244	-0.487530252	-0.310477158	-0.615548186	-0.409614141	-0.127507818	-0.357650991	-1.071710642	0.209582424	0.384692096	0.682757553	-0.340228671	-1.099972355	0.664679102	-0.326610534	-0.151035747	-0.322621986	-0.601092409	-0.425909293	-0.070840499
FANCA	No	-0.313870475	0.01926443	0.111788115	0.022782381	-0.015481235	-0.326608154	-0.612643878	-0.153903481	0.092282022	0.169566347	0.124871354	1.169773765	0.010654424	0.7980361	-0.086881184	0.380974397	0.499477079	0.451345164	0.443588982	-0.110274491	-0.638012965	0.365069066	0.269221627	0.044632681	-0.455250766	-0.153221017	-0.508663633	-0.137306941	0.387821818	-1.594906348	-2.789474794	0.751688219	0.285597436	-0.571103248	-0.465713814	0.956607927	-0.371227081	0.608620864	-0.212361446	0.15690107	0.092193858	0.079719335
FANCE	No	0.116165303	0.566159806	0.363743778	0.348370489	-0.341963406	-0.204185461	-0.798712453	-0.086987092	0.235105908	-0.382168399	0.141744708	-0.109410683	0.218149188	0.321335067	0.374500472	0.205045409	0.508559121	-0.092226282	0.114272642	0.18914538	-0.345272017	-0.282318081	0.20969288	0.07586555	0.251748863	-0.283876856	0.211228003	-0.024812271	0.089649703	-0.169875709	-0.264478071	-0.188805713	0.495454494	-0.64245326	-0.149132983	0.571097697	0.134107407	-0.794889649	-0.199029981	-0.091142655	-0.962356241	0.379866063
FGFR2	No	-0.763495718	-0.164921003	0.458249407	0.797806596	0.163972664	0.092494429	0.249767163	-0.392316773	0.390221589	-0.16547524	0.283765	0.245669279	0.102325089	0.514163201	-0.202355482	-0.154967284	0.160485683	0.402694644	0.329172695	-0.110822844	-0.099462292	0.124165406	-0.770750059	-0.109162253	0.278717355	0.170125798	0.318857028	-0.030728236	-0.20481315	-1.48593383	-0.04582092	0.266235734	0.419142409	0.070879089	-0.763246966	0.373497667	-0.495784543	0.010751032	0.515614265	-0.280455873	0.317182844	0.54648304
IGF1R-p	No	0.239210679	1.260900043	0.641013065	-0.442822202	0.976949576	-0.133223592	0.235553314	-0.436147373	-0.162322039	-0.269469248	0.00486703	-0.410241311	-0.695770016	-0.156614409	0.083227275	-1.3457127	-0.192345976	-0.494704474	-0.362418303	-0.034308057	-0.106555294	-0.01920942	-0.229029687	0.218673767	0.4167345	0.918584555	0.439935846	0.387601557	-0.443296058	-0.444690258	0.314185294	-0.101892031	0.081555556	0.242890058	-0.496370534	-0.09347761	0.269480787	0.660411193	0.051206939	-0.57016295	-0.193165329	0.208512108
KIT	No	0.04046429	-0.803635761	0.318472659	0.561739839	0.359375478	0.117787827	0.643163639	-0.464099504	-0.209064372	-0.306318832	-0.064782995	-0.446002737	-0.45045453	-0.188211072	0.23848502	-0.144640155	-0.424729541	0.290250078	0.170387158	-0.156235572	-0.503228784	0.214378644	0.146882306	-0.014864229	0.462434507	0.474027314	-0.006743346	0.004029042	0.794900436	-0.827532474	0.266493521	0.0267541	0.227543648	-0.082025442	-0.470970682	0.226039519	-0.496653994	-0.38030357	0.444178	-0.251372119	0.491771667	-0.232516953
MALT1	No	-0.092477239	0.156130915	-0.027335658	0.263076437	0.589185325	-0.221240309	-0.60119655	0.621952027	0.210551759	0.51498292	0.399176561	0.330793589	-0.480446227	-0.123912746	-0.597997946	-0.199746777	0.564714086	-0.056889547	-0.265697922	-0.496507752	2.753363648	0.202213634	0.588159278	-0.427817795	0.854124122	0.149235378	-0.11545556	-0.732558937	0.357003247	-0.799512377	0.073153652	-0.833378746	0.409400674	-0.6031587	0.169332811	1.021955684	0.145972814	-0.681122314	-0.510234832	-0.466515655	-0.494590545	0.248740301
MAML2	No	-0.461287667	-0.169139953	0.44698495	0.614428388	0.760885884	-1.355390313	-0.916829925	1.089644239	-0.799674552	0.548343286	0.627480978	-0.205299347	-0.115407415	1.318759407	-0.193369126	1.046810341	1.142970322	-0.998599452	1.407448364	0.367976458	0.12462441	1.364555888	-1.11705822	-0.507190235	0.168353981	-0.211336261	-1.301903038	-1.095484487	0.444536935	-1.212755371	-0.480046376	0.380687292	-0.405014516	-0.072935431	-0.454782035	0.565853866	0.357509697	-1.313662212	0.363225251	-1.242967006	-0.644967951	-0.869323347
MLLT10	No	0.173578894	-0.168835232	0.248116865	0.84826597	0.585473591	-0.090023273	-0.114971304	0.419761426	0.447800253	-0.316105819	0.154836022	-0.644565256	0.041531271	-0.076121406	0.281010648	-0.613431245	-0.165685144	0.196901714	-0.521044917	-0.115036376	0.14395901	0.493206267	0.075924482	0.135795772	-0.264967719	0.047424361	0.456964671	0.173195287	-0.286754314	-0.045186005	-0.287661492	-0.66847109	-0.085408043	0.191469137	0.128593595	0.195132212	0.152881115	-0.438602319	-0.448664255	-0.095306688	-1.002005735	0.424028739
MYH11	No	0.352496704	0.159446699	-0.673773973	-0.210894149	-0.161071982	-0.554039181	-0.12080386	-1.483303586	1.22879943	-1.060026303	-0.709367055	-0.079481331	0.62852842	-1.174589016	0.592261527	-0.822405123	0.378383919	1.639760773	-1.360253733	-1.018803756	-0.564908445	-0.058874182	-0.713470288	0.082902984	0.915966165	0.923364594	0.559076242	0.6608602	-1.699020116	-0.15642987	-0.344792984	-0.631172043	1.952832674	-0.294606075	-0.090667489	0.573001674	0.685259874	0.38119771	-0.377953511	1.13399557	-0.458108352	1.048709753
PML	No	-0.214858574	-0.695901099	0.087629695	-0.254918139	0.350897306	-0.407303478	-0.382595147	0.000155214	-0.348458313	0.463344715	1.289276527	-0.980135193	-0.365896426	0.936383022	-0.697703273	0.457923172	0.824833075	-0.480842288	-0.769785677	-0.344783165	1.237569296	0.495089985	-0.074181525	-0.371698733	-0.117708519	1.170624372	0.222763922	0.037587848	0.302216501	0.02445799	-0.419821738	0.817558638	-1.167566578	-0.066405471	0.083545482	1.642228033	0.621239439	0.239739814	-0.054109181	-0.081081149	-0.585911952	-0.902528749
PSAT1	No	-0.242365336	0.656494984	-1.548511516	-0.443582342	0.441088581	-0.109137846	-1.639183666	1.126651576	-1.172614743	0.502525931	1.009597328	0.952125912	-1.670641824	0.72755659	0.577894888	1.143211544	0.29833677	0.973365347	-1.26378351	-0.730735629	1.051217485	1.197390441	-0.024731118	0.047785785	-0.354462517	0.02500632	0.015708498	-0.564869739	0.186209119	-0.236754776	-0.759684542	-0.954347588	-0.831056774	-0.581401452	0.80034368	0.946457787	0.292367841	0.741213975	-0.41632469	-1.854231024	-0.693081503	-0.680490938
PTCH1	No	-0.065404665	-0.22998664	1.270173822	0.496103054	0.170785219	-0.479879786	-0.113782069	0.219654383	-0.460073613	0.36202689	0.437887801	0.027634136	-0.777209502	-0.438273436	0.477181576	-0.242090797	-0.189197536	-0.256429311	-0.858322122	1.0074024	-0.744951691	-0.117192889	0.317043844	-0.835311532	0.708662818	0.126920825	0.612379363	-0.431372679	-0.223367466	0.338351775	-0.481016436	-0.537948996	0.35565963	0.117284631	0.047626416	-0.051490183	0.105160268	-0.101140244	-0.213560096	-0.504519433	-0.087745869	0.041154361
RBM15	No	-0.673983904	-0.676640981	0.200364651	1.129521757	0.460673383	0.52605248	-0.134268675	0.543649384	1.127966636	-0.309680861	0.415957892	-0.792590719	-0.170938497	0.311349046	0.886727607	-0.853027314	-0.670693469	0.408615183	-1.192654437	-2.267233651	-0.197816139	0.8980931	-0.20025895	0.416692588	-0.469298525	0.509839755	0.574096607	0.620777436	-0.419310499	-1.388720831	0.630096598	-0.287889154	0.465824087	0.574210912	-0.259362697	0.332696572	-0.107882867	0.198628662	-0.117675649	0.327249557	0.200241514	0.017426972
ROPN1	No	0.429552114	-0.230128693	0.866385483	0.756553066	-0.379350678	0.514673719	0.015294277	0.092864359	0.196906081	0.281433726	0.732052388	-1.981731143	-0.868366431	0.895749831	-0.459978088	-0.162728333	0.297763618	-0.332462902	-0.548042011	0.243838071	-0.242812947	0.123601324	-0.856197884	-0.805970769	0.211058645	0.25076447	0.544352864	0.082747513	-1.21610656	-0.045322777	0.470970609	0.652325625	0.661255259	-0.27824874	0.089624941	0.40930822	-0.210393606	0.069995749	0.166665438	-0.060406461	0.35237934	0.600414842
YWHAB	No	0.054773584	0.551818118	0.125098501	0.665531688	0.817023304	2.071674414	0.716417357	0.089376303	-0.488640775	0.155682129	0.389406875	-1.329987199	-0.50069215	0.292264802	0.22977842	-0.427385706	-0.173486531	-0.408763514	0.151746233	0.246686108	0.223567472	0.083200655	-0.415745526	-0.3057295	0.239222435	-0.452136772	-0.066662286	-0.020767634	-1.07240021	-0.415019872	-0.04571637	-0.119092469	0.462020115	0.812681663	-0.676373991	-0.125560338	-0.636841745	0.751038984	0.284436855	-0.249030073	0.43446856	0.517404481
YWHAZ	No	0.327387193	1.618935877	-0.920038043	-0.571059363	-0.578621449	0.26354762	0.481764463	-0.239753571	0.381100246	0.953357305	-0.806592192	1.803655551	0.850126056	0.321856757	-1.097571282	0.660437024	0.414067359	0.806957213	0.811395388	1.630337405	-0.776971327	-1.023381274	1.009540517	-0.826660807	0.933319584	-1.109079806	0.024758846	-0.563467659	0.43582257	-0.303775066	-1.206227276	-1.475498167	0.251138581	0.130805415	1.072883129	-0.116305489	-1.117034778	0.574791425	-0.459717256	0.411496387	1.603766452	1.203157069
KIAA1324	Yes	-0.262739582	0.618695941	-0.951176139	1.226529236	-0.083213089	0.755807973	0.478986798	-0.226494358	-0.517118799	-0.234630606	0.419276653	-0.953462757	-0.638151449	-1.711619679	0.186535918	-1.351210323	-0.8330308	1.190077701	-1.534564066	-0.458015058	-0.221737387	0.452246382	-0.613419086	0.828966581	-0.147506369	0.266364318	0.207211456	1.196848087	-0.908140824	-1.738796409	0.642677723	0.652451697	1.061664467	0.994051713	-0.3162978	0.447557176	-0.589944865	1.182135499	1.428063712	1.111299178	0.249132638	-0.035949865
HDAC7	No	-0.883564393	0.861535861	1.075663837	0.968145177	0.590389428	0.429811323	0.657995178	0.513198839	-0.552118567	0.156169994	0.950270785	-1.733296077	-1.861771153	-1.874739023	1.647543267	-2.261073688	-0.19884944	0.608589673	-1.683582735	0.71431544	0.584500943	0.642522056	0.441372299	0.902542562	0.587205119	0.829601884	0.888658728	-0.097691041	-1.16285104	-1.925609166	-0.399945516	-0.632130617	0.188790231	0.628870979	-0.183609019	-1.708693883	1.471326807	0.80539356	0.147759198	0.653006491	0.786765888	0.417988879
TOP2A	No	-0.857695977	-0.082255112	0.397551113	1.388076284	0.465760473	0.772326005	0.538867956	0.074840669	-0.698843741	-0.038759856	0.024830511	-1.717420747	-0.379692366	-0.058079688	0.973342549	-1.114458975	-0.046936353	0.310400382	-0.917014661	0.754354278	-0.059749484	-0.017353063	-0.312105711	0.188463602	0.115360501	0.040237038	0.207141354	-0.101419919	-0.975881797	-0.696618097	0.333491834	-0.535090831	0.330052084	1.535324798	-0.276889276	-1.00801877	-0.40486417	0.083270803	0.501793979	0.93748677	0.393578518	0.198059211
EIF4EBP1-p70	No	-0.11408944	-0.283775249	-0.539791361	-1.393163935	0.392990367	-1.247574952	2.066862172	1.109106291	1.112242591	-0.704042443	-0.327254653	1.011079706	0.231991869	0.82829111	-0.471975823	-0.157153643	-0.375843765	0.330448254	1.433004393	-0.459487364	0.644222314	-0.591626046	0.065081581	0.019385222	-0.308998656	0.130292335	-0.868866504	-0.707129201	0.98558726	0.23485	-0.134786294	-0.119352248	0.704123383	-0.524338515	-0.52501075	0.035806422	0.232806255	0.128684785	-0.443853565	-0.142864297	-2.021588715	0.518289517
SGK1	No	0.017733122	-0.163853921	0.102493914	-0.006545499	-0.182331579	0.433881639	0.122989834	-0.012549436	-0.242263395	0.444629125	0.554861038	-0.983640196	0.262202074	-0.248088255	0.810134892	-0.184872219	-0.015888646	-0.487248227	0.57391887	-0.553402679	-0.178620675	-0.049122633	0.167162478	-0.395685745	0.142253796	0.142479771	-0.118622919	-0.020999304	-0.28762904	-0.3082966	1.409209969	1.205312397	-0.799935828	0.071608634	0.025087032	-0.151169577	-0.411615546	-0.922354696	1.055574581	-0.322210356	0.042800437	-0.477667932
SGK-p	No	-0.033872454	-0.432831071	0.507750007	0.597923312	0.022889691	-0.367059967	-0.528605372	0.291422456	0.233862951	-0.431984482	-0.134520602	0.262451406	-0.061464116	0.215536492	0.370347781	-0.271560778	-0.570926507	-0.155659215	0.402153827	-0.487742969	-0.542341414	0.229601012	-0.101888708	0.346295403	0.103638721	0.192171352	0.142260974	-0.002058076	-0.350117731	0.139978171	0.224589896	-0.246228076	0.399920048	0.173826181	-0.179553405	0.44822448	0.194250634	-0.09831277	-0.37707324	-0.087340604	-0.850085019	0.489311609
